House Number,Street Name,Community,Zip Code,Unit Type,Unit,Floor Type,Floor,Building Type,Building,Term Addr,DA/PSA,CLLI8,NPANNX,ADDR_ID,NSP_INQ_ID,LU_ID,DA_Ready,Granite Qual - Bit 15 BO Type,Op Ready,OVALS Qual,Forced Ind,Working TN Status
"211","CHIMAERA LN","SLIDELL","70458","","","","","","","F 211 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O82CB""","=""D1a68df75ca""","=""1CADF.2""","FTTN","Not Ready","FTTN","FTTN","Dynamic","Y"
"213","CHIMAERA LN","SLIDELL","70458","","","","","","","F 211 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O81MB""","=""F107b2849f2""","=""1ORP5.H""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"215","CHIMAERA LN","SLIDELL","70458","","","","","","","F 211 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7QHR""","=""F107b282841""","=""1HO71""","FTTN","Not Ready","FTTN","FTTN","Dynamic","Y"
"217","CHIMAERA LN","SLIDELL","70458","","","","","","","F 221 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O81L2""","=""F107b2830a9""","=""1JGBB.8""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"221","CHIMAERA LN","SLIDELL","70458","","","","","","","F 221 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7TEN""","=""N1279e87398c""","=""1903A1.B""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"100","CHUBASCO LN","SLIDELL","70458","","","","","","","F 100 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O7MRQ""","=""F107b27f8ee""","=""17SLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"101","CHUBASCO LN","SLIDELL","70458","","","","","","","F 304 INTREPID DR","611302","SLIDLAMA","985641","=""00000O80L8""","=""F107b281aba""","=""1EU081.A""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"102","CHUBASCO LN","SLIDELL","70458","","","","","","","F 100 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O7MKD""","=""F107b2822e8""","=""1GJD6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"104","CHUBASCO LN","SLIDELL","70458","","","","","","","F 110 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O7YJY""","=""F107b2848b7""","=""1OJD6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"105","CHUBASCO LN","SLIDELL","70458","","","","","","","F 304 INTREPID DR","611302","SLIDLAMA","985641","=""00000O7OSG""","=""F107b2827b4""","=""1HKD6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"107","CHUBASCO LN","SLIDELL","70458","","","","","","","F 109 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O7QHJ""","=""F107b2814b3""","=""1DKD6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"108","CHUBASCO LN","SLIDELL","70458","","","","","","","F 110 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O7VAI""","=""F107b28077c""","=""1ASLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"109","CHUBASCO LN","SLIDELL","70458","","","","","","","F 109 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O7WL4""","=""F107b280159""","=""19KD6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"110","CHUBASCO LN","SLIDELL","70458","","","","","","","F 110 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O815L""","=""F107b2835cc""","=""1KJD6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"111","CHUBASCO LN","SLIDELL","70458","LOT","396","","","","","F 311 WINDWARD PASSAGE","611302","SLIDLAMA","985641","=""00000O7Z57""","=""F107b27e9f1""","=""14OU2.1""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"112","CHUBASCO LN","SLIDELL","70458","","","","","","","F 112 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O7V55""","=""N124955ced38""","=""1BLR8""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"113","CHUBASCO LN","SLIDELL","70458","","","","","","","F 113 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O7VXI""","=""F107b27e48c""","=""13KD6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"114","CHUBASCO LN","SLIDELL","70458","","","","","","","F 112 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O7XDV""","=""F107b285bef""","=""1SJD6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"200","CHUBASCO LN","SLIDELL","70458","","","","","","","F 309 INTREPID DR","611302","SLIDLAMA","985641","=""00000O7OBC""","=""F107b27f3c7""","=""16PLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"203","CHUBASCO LN","SLIDELL","70458","","","","","","","F 205 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O82JK""","=""F107b280aa6""","=""1BGD6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"204","CHUBASCO LN","SLIDELL","70458","","","","","","","F 204 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O7NA8""","=""F107b280231""","=""19PLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"205","CHUBASCO LN","SLIDELL","70458","","","","","","","F 205 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O7PUA""","=""F107b2863af""","=""1U883""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"206","CHUBASCO LN","SLIDELL","70458","","","","","","","F 206 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O7Y9H""","=""F107b27d740""","=""10PLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"207","CHUBASCO LN","SLIDELL","70458","","","","","","","F 209 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O7NKL""","=""F107b27f71a""","=""17GD6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"208","CHUBASCO LN","SLIDELL","70458","","","","","","","F 206 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O7UJK""","=""F107b27e560""","=""13PLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"209","CHUBASCO LN","SLIDELL","70458","","","","","","","F 209 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O7VPB""","=""F107b281efe""","=""1FPLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"210","CHUBASCO LN","SLIDELL","70458","","","","","","","F 212 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O7ZZD""","=""F107b28435d""","=""1NFD6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"211","CHUBASCO LN","SLIDELL","70458","","","","","","","F 215 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O7T7V""","=""F107b2810db""","=""1CPLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"212","CHUBASCO LN","SLIDELL","70458","","","","","","","F 212 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O83Q6""","=""F107b27e3ed""","=""13GD6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"213","CHUBASCO LN","SLIDELL","70458","","","","","","","F 215 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O7RFU""","=""F107b28697f""","=""1VFD6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic","Y"
"215","CHUBASCO LN","SLIDELL","70458","","","","","","","F 215 CHUBASCO LN","611302","SLIDLAMA","985641","=""00000O7REE""","=""F107b28568c""","=""1RFD6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"101","COLUMBIA PL","SLIDELL","70458","","","","","","","F 103 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O7MZZ""","=""F107b281a9a""","=""1ESR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"102","COLUMBIA PL","SLIDELL","70458","","","","","","","F 102 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O7SAB""","=""F107b282439""","=""1GSR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"103","COLUMBIA PL","SLIDELL","70458","","","","","","","F 103 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O80SC""","=""F107b27ea6b""","=""14S71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"104","COLUMBIA PL","SLIDELL","70458","","","","","","","F 104 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O7UEI""","=""F107b28465d""","=""1O3D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"106","COLUMBIA PL","SLIDELL","70458","","","","","","","F 104 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O824B""","=""F107b283732""","=""1KSR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"107","COLUMBIA PL","SLIDELL","70458","","","","","","","F 102 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O81LM""","=""F107b2840ac""","=""1MSR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"108","COLUMBIA PL","SLIDELL","70458","","","","","","","F 110 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O82LF""","=""F107b2849dc""","=""1OR71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"109","COLUMBIA PL","SLIDELL","70458","","","","","","","F 111 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O7P62""","=""F107b27d79a""","=""10S71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"110","COLUMBIA PL","SLIDELL","70458","","","","","","","F 110 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O7S5L""","=""F107b283373""","=""1K3D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"111","COLUMBIA PL","SLIDELL","70458","","","","","","","F 111 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O7QHP""","=""F107b284a18""","=""1OSR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"112","COLUMBIA PL","SLIDELL","70458","","","","","","","F 112 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O8349""","=""F107b282092""","=""1G3D6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"113","COLUMBIA PL","SLIDELL","70458","","","","","","","F 115 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O7QS5""","=""F107b2853ad""","=""1QSR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"114","COLUMBIA PL","SLIDELL","70458","","","","","","","F 112 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O80OA""","=""N124955ce88d""","=""1SSR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"115","COLUMBIA PL","SLIDELL","70458","","","","","","","F 115 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O80N9""","=""F107b2866d5""","=""1USR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"116","COLUMBIA PL","SLIDELL","70458","","","","","","","F 118 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O7VXF""","=""F107b27d7db""","=""10TR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"117","COLUMBIA PL","SLIDELL","70458","","","","","","","F 117 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O7ZNY""","=""F107b285d0e""","=""1SR71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"118","COLUMBIA PL","SLIDELL","70458","","","","","","","F 118 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O80WZ""","=""F107b280d87""","=""1C3D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"119","COLUMBIA PL","SLIDELL","70458","","","","","","","F 117 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O7YKA""","=""F107b27e6e1""","=""144D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"120","COLUMBIA PL","SLIDELL","70458","","","","","","","F 122 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O81BR""","=""F107b27f9ef""","=""183D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"121","COLUMBIA PL","SLIDELL","70458","","","","","","","F 121 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O7YOP""","=""F107b27e125""","=""12TR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"122","COLUMBIA PL","SLIDELL","70458","","","","","","","F 122 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O7Z7X""","=""F107b27eaac""","=""14TR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"123","COLUMBIA PL","SLIDELL","70458","","","","","","","F 121 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O7UFM""","=""F107b27db87""","=""11NLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"124","COLUMBIA PL","SLIDELL","70458","","","","","","","F 126 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O7TPO""","=""F107b27f45d""","=""16TR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"125","COLUMBIA PL","SLIDELL","70458","","","","","","","F 125 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O7YZN""","=""F107b27d41f""","=""104D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"126","COLUMBIA PL","SLIDELL","70458","","","","","","","F 125 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O7MLX""","=""F107b2859b2""","=""1S3D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"100","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 101 SOUTHERN STAR","611302","SLIDLAMA","985641","=""00000O7XTM""","=""F107b27e921""","=""14J73""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"102","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 104 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O7SC5""","=""F107b281160""","=""1CTR8""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"103","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 105 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O82QM""","=""F107b27de1f""","=""129D6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"104","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 104 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O7PHM""","=""F107b281ab5""","=""1ETR8""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"105","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 105 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O7OFI""","=""F107b282464""","=""1GTR8""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"106","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 102 RANGER PL","611302","SLIDLAMA","985641","=""00000O7SVF""","=""N128beeb5a95""","=""1E67R.N""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"109","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 111 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O7SVJ""","=""N128beeb5adb""","=""1H0G51.D""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"112","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 112 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O7ZFE""","=""F107b2853d1""","=""1QTR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"114","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 116 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O83M2""","=""F107b2847cb""","=""1ODD6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"116","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 116 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O7RSP""","=""F107b282c66""","=""1IJ73""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"117","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 201 LORELEI CIR","611302","SLIDLAMA","985641","=""00000O7VQH""","=""F107b27d80a""","=""10UR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"119","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 119 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O7RSJ""","=""M1585f1e419""","=""14UR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"121","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 119 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O82MC""","=""D1a68df758d""","=""1BH73""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"200","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 200 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O7X1U""","=""D1a68df7a92""","=""1SDD6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"204","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 204 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O83EO""","=""N124955cf210""","=""1QL78.Q""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"205","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 211 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O7REJ""","=""F107b2855bd""","=""1RAD6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"206","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 208 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O82D3""","=""M1585f1df51""","=""12ED6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"208","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 208 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O82QU""","=""D1a68df755d""","=""1AUR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"210","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 212 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O7O7Y""","=""F107b281ad6""","=""1EUR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"211","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 211 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O80ZO""","=""F107b282490""","=""1GUR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"212","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 212 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O81M3""","=""F107b283f58""","=""1MJ73""","FTTN","Not Ready","FTTN","FTTN","Dynamic","Y"
"214","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 216 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O7NPU""","=""F107b28377f""","=""1KUR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"216","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 216 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O8065""","=""F107b284a6b""","=""1OUR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"217","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 229 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O7X6H""","=""F107b283a2e""","=""1LH73""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"218","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 220 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O82TK""","=""F107b27f1f1""","=""16ED6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"220","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 220 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O7YYW""","=""N124955ce644""","=""1SUR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"222","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 224 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O7VPM""","=""F107b27d829""","=""10VR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"224","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 224 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O7Z5U""","=""F107b27eaf7""","=""14VR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"226","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 228 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O7QB3""","=""F107b2854dd""","=""1R4D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"228","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 232 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O81CD""","=""M1585f1db25""","=""105D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"229","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 229 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O7XTK""","=""F107b27e7c2""","=""14AD6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"230","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 232 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O7PR1""","=""F107b27fa30""","=""185D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"231","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 231 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O802Y""","=""F107b27dd1d""","=""1221J""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"232","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 232 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O7RUX""","=""F107b2846ac""","=""1O5JF.6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"233","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 231 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O81O4""","=""C15cdce09ae""","=""1VAD6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"234","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 236 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00000O83BR""","=""F107b27e6fe""","=""145D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"236","CONSTELLATION DR","SLIDELL","70458","","","","","","","F 236 CONSTELLATION DR","611302","SLIDLAMA","985641","=""00011ECYLP""","=""N1270e551d16""","=""1QD791.6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"100","DARCY LN","SLIDELL","70458","","","","","","","F 409 WINDWARD PASSAGE ST","611302","SLIDLAMA","985641","=""00000O7WP4""","=""M1585f1fdfd""","=""1IN71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"103","DARCY LN","SLIDELL","70458","","","","","","","F 411 WINDWARD PASSAGE ST","611302","SLIDLAMA","985641","=""00000O83B3""","=""D195d1781d0""","=""1JAS8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"105","DARCY LN","SLIDELL","70458","","","","","","","F 107 DARCY LN","611302","SLIDLAMA","985641","=""00000O7OVL""","=""F107b28394e""","=""1LAS8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"106","DARCY LN","SLIDELL","70458","","","","","","","F 108 DARCY LN","611302","SLIDLAMA","985641","=""00000O7Q8W""","=""F107b2842be""","=""1NAS8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"107","DARCY LN","SLIDELL","70458","","","","","","","F 107 DARCY LN","611302","SLIDLAMA","985641","=""00000O7X9D""","=""D1a68df7996""","=""1PAS8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"108","DARCY LN","SLIDELL","70458","","","","","","","F 108 DARCY LN","611302","SLIDLAMA","985641","=""00000O7ZNS""","=""F107b2855d6""","=""1RAS8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"109","DARCY LN","SLIDELL","70458","","","","","","","F 311 WINDWARD PASSAGE","611302","SLIDLAMA","985641","=""00000O7TKK""","=""F107b285f59""","=""1TAS8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"110","DARCY LN","SLIDELL","70458","","","","","","","F 112 DARCY LN","611302","SLIDLAMA","985641","=""00000O7S44""","=""F107b2868de""","=""1VAS8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"111","DARCY LN","SLIDELL","70458","","","","","","","F 115 DARCY LN","611302","SLIDLAMA","985641","=""00000O7TN8""","=""F107b2828ba""","=""1HRC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"112","DARCY LN","SLIDELL","70458","","","","","","","F 112 DARCY LN","611302","SLIDLAMA","985641","=""00000O7QKY""","=""F107b27d9db""","=""11BS8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"113","DARCY LN","SLIDELL","70458","","","","","","","F 115 DARCY LN","611302","SLIDLAMA","985641","=""00000O8040""","=""D1a68df731d""","=""13BS8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"114","DARCY LN","SLIDELL","70458","","","","","","","F 116 DARCY LN","611302","SLIDLAMA","985641","=""00000O7PIU""","=""F107b27ecc8""","=""15BS8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"115","DARCY LN","SLIDELL","70458","","","","","","","F 115 DARCY LN","611302","SLIDLAMA","985641","=""00000O7QEZ""","=""F107b27f67b""","=""17BS8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"116","DARCY LN","SLIDELL","70458","","","","","","","F 114 DARCY LN","611302","SLIDLAMA","985641","=""00000O804X""","=""N124955ceb7d""","=""19BS8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"117","DARCY LN","SLIDELL","70458","","","","","","","F 119 DARCY LN","611302","SLIDLAMA","985641","=""00000O7SB2""","=""F107b2809f5""","=""1BBS8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"118","DARCY LN","SLIDELL","70458","","","","","","","F 120 DARCY LN","611302","SLIDLAMA","985641","=""00000O7ZBQ""","=""F107b281366""","=""1DBS8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"119","DARCY LN","SLIDELL","70458","SUIT","101","","","","","F 119 DARCY LN","611302","SLIDLAMA","985641","=""00000O7U3G""","=""N124955ce756""","=""1ARC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"119","DARCY LN","SLIDELL","70458","","","","","","","F 119 DARCY LN","611302","SLIDLAMA","985641","=""00000O81OB""","=""D1a68df7634""","=""1DRC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"120","DARCY LN","SLIDELL","70458","","","","","","","F 124 DARCY LN","611302","SLIDLAMA","985641","=""00000O82PE""","=""F107b27f403""","=""16RC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"123","DARCY LN","SLIDELL","70458","","","","","","","F 123 DARCY LN","611302","SLIDLAMA","985641","=""00000O7NPP""","=""F107b283002""","=""1JBS8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"124","DARCY LN","SLIDELL","70458","","","","","","","F 125 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O8ALG""","=""F107b27e0c6""","=""12RC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic","Y"
"215","EDEN ISLES DR","SLIDELL","70458","LOT","107","","","","","F 301 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7THH""","=""F107b27fb91""","=""18F4D.E""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"301","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 301 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7X2P""","=""N124955ceeeb""","=""10DLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"303","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 303 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7VYJ""","=""F107b283522""","=""1KELH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
